#,PLAYER,PTS,AVG,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,STATUS,BYE
151,"Doyle, Jack IND TE",87,5.8,4.1,7.9,-1.4,2.7, ,8,4.4,18.1,6.3,0.9,B,9.4,1.6,6.4,4.7,4.1,9.8,Free Agent (I),11
152,"Shepard, Sterling NYG WR",85.5,7.77,5,3,19.3,5.4,0.9, , ,B,7,14.2, , ,5.6,0.7,19.9,4.5, ,Ace,8
153,"Fuller, Will HOU WR",85.2,8.52, , , ,15.9,18.2,12.2,B,24.5,3.2,1.5, , , ,2.6,4.4,1,1.7,Free Agent (I),7
154,"Bullock, Randy CIN PK",85,5.67,0,9,6,7,8,B,2,6, ,2,2,12,8,1,1,14,7,Cooter Brown's Poon Hounds,6
155,"Fitzpatrick, Ryan TBB QB",84.9,14.15,B,-0.2, , , ,24.8, , ,11.7,11.4,23.9,13.3, , , , , ,Free Agent,1
156,"Doctson, Josh WAS WR",84.8,5.3,0,0,11.2,2.7,B,7.1,3.9,6.1,5.9,3,8.1,8.8,8.6,3.4,0.2,12.1,3.7,Free Agent,5
157,"Perine, Samaje WAS RB",84.5,5.28,0,6.7,2.5,2.7,B,10.7,0,0,0.9,6,18.6,13,6.9,5.2,6.6,4.4,0.3,Free Agent,5
158,"Nelson, Jordy GBP WR",84.2,5.61,13.9,0,17.2,19.5,8.4,6,1.3,B,3.5,2,2.4,1.1,1.7,3.3,2.8,1.1, ,Free Agent,8
159,"Witten, Jason DAL TE",83,5.19,11.9,15.7,0.3,0.9,3.1,B,11.4,3.1,0.5,5.9,0.7,4.4,6.8,8,4.7,3.9,1.7,Free Agent,6
160,"Breida, Matt SFO RB",82.5,5.16,1.1,3.8,2.9,2,7.1,3.6,0.5,11.6,1.9,11.8,B,2.4,4.9,2.7,1.6,14.2,10.4,Marauders (I),11
161,"Bryant, Martavis PIT WR",82.5,5.5,1.4,15.8,3,4.8,3.4,2.7,0.5, ,B,5.3,3,10.1,4,3.3,11.9,6.8,6.5,Free Agent (I),9
162,"Clement, Corey PHI RB",82.4,5.15,0,0,8.2,3,3.9,0.2,7.5,5.4,24.6,B,13,3.9,3.7,5.2,1.8,2,0,Free Agent (I),10
163,"Forte, Matt NYJ RB",82.4,6.87,3.6,9.1,2.5, , ,8.1,8.2,5.2,21.6, ,B,2.6,15.1,3.4,3.4,-0.4, ,Free Agent,11
164,"Kroft, Tyler CIN TE",82.4,5.15,0.5,0,2.8,18.8,3.8,B,8.3,4.6,7.9,0.4,7.2,7.4,3,0,0.1,0.3,17.3,Free Agent (I),6
165,"Mack, Marlon IND RB",82.3,5.88,10.5,0.8, , ,15.3,1.8,6.6,12.3,2.9,2.6,B,3.1,5.4,4.4,1.4,5.4,9.8,Straight Ballin (Q),11
166,"Henry, Hunter LAC TE",81.9,5.85,0,8,0,7.6,10.2,9,7.3,1.1,B,0.7,2.5,13.6,8.1,11,2.8, , ,Free Agent (Q),9
167,"Grant, Ryan WAS WR",81.3,5.08,6.1,7.1,3.1,7.6,B,3.9,1.9,3.8,3.9,2.5,11.9,0.3,13.6,2.8,2,8.5,2.3,Free Agent (Q),5
168,"Tavecchio, Giorgio OAK PK",81,5.06,14,9,4,4,5,4,7,2,9,B,0,3,6,1,5,4,4,Free Agent,10
169,"Lockett, Tyler SEA WR",79.3,4.96,0.8,6.4,3,9.1,3.3,B,4.4,11.9,1,1.6,3.7,0.2,7.7,16,0.8,0.9,8.5,Super Mojo Juggernaut,6
170,"Lambo, Josh JAC PK",79,7.9, , , , , , ,9,B,11,6,7,6,10,12,9,5,4,Free Agent (I),8
171,"Ebron, Eric DET TE",78.4,4.9,0.9,10.2,0.9,2.7,0.6,0.9,B,5.8,3.5,9.9,4.9,3.4,3.8,6.4,9.3,14.3,0.9,Tasty Reubens,7
172,"Crosby, Mason GBP PK",78,4.88,5,5,9,5,5,4,5,B,5,11,0,4,8,3,6,0,3,Free Agent,8
173,"Murray, Patrick TBB PK",78,6.5,B, , , , ,1,9,3,4,9,12,8,8,3,3,13,5,Free Agent,1
174,"White, James NEP RB",78,5.57,6.8,9.6,2.8,5.4,6,4.5,10.7,8.7,B,7.8,1.3,1.5,5,7.1,0.8, , ,Tecmo Bowls,9
175,"Amendola, Danny NEP WR",77.9,5.19,10, ,4.8,10.2,7.7,4,1.7,1.4,B,3.6,12.6,1.5,3.4,7.6,2.3,2.8,4.3,Free Agent,9
176,"Ekeler, Austin LAC RB",77.9,4.87,1.8,0,0.6,11.8,2.8,0.9,10.4,2.1,B,20.9,11.8,7,4,4.9,-1.1,0,0,Tecmo Bowls - IR,9
177,"Cook, Jared OAK TE",77.8,4.86,5.6,2.5,10.3,4.6,-0.5,1.4,10.7,5.7,12.6,B,3.6,0.2,0.9,13.5,1.7,1.5,3.5,Tecmo Bowls,10
178,"Davis, Vernon WAS TE",76.8,4.8,0,1.3,11.8,8.9,B,3.5,6.7,2,7.2,7.6,6.7,0,1.5,8.6,-1.2,10.2,2,Free Agent (Q),5
179,"Watson, Ben BAL TE",76.2,4.76,0,9.1,7.2,4.3,0.2,2.8,3.8,6.6,4.1,B,3.3,2.9,8.4,0,13.4,4,6.1,Free Agent (Q),10
180,"Hogan, Chris NEP WR",75.6,8.4,2.5,13.8,18.8,12,13.4,1.9,7.1,6,B, , , , ,0.1, , , ,Free Agent,9
181,"Rosas, Aldrick NYG PK",74,4.62,3,4,6,5,2,11,1,B,5,7,6,4,5,4,5,0,6,Free Agent,8
182,"Wilson, Albert KCC WR",74,5.69,3.7,2.6,7.4,6.9,1.8, ,12.3,0, ,B, ,9.6,2.7,7.2,1.5,3.6,14.7,Free Agent (I),10
183,"Smith, Rod DAL RB",73.4,4.89,0,0.8,0,0,1.8,B,6.6,0,0,2.9,1.1,10.8,8.7,28,9.4,3.3, ,Free Agent,6
184,"Howard, O.J. TBB TE",73.2,5.23,B,1.7,1.2,12.3,0,1.5,21.8,1.6,-2.4,0,11.2,5.2,1.7,8.4,9, , ,Free Agent (I),1
185,"Parker, DeVante MIA WR",73,5.62,B,8.5,13.6,6.9,0.6, , , ,7.6,6.6,2.6,0.5,0.5,4,8.9,6.3,6.4,Free Agent,1
186,"LaFell, Brandon CIN WR",72.8,4.55,2.4,3,0.5,1.7,3.2,B,8.8,4.4,2.8,15.5,3.7,3.3,5.5,8.4,5.3,0.8,3.5,Free Agent (I),6
187,"Osweiler, Brock DEN QB",71.9,11.98, , , , ,B,0.6, , ,8.3,11.7,15.6, , , ,29.3,6.4, ,Free Agent,5
188,"Brown, Jaron ARI WR",71.7,4.48,0,7.3,8.7,10.5,3.9,3,3.7,B,6.3,1.3,2.2,11.2,0,1.5,0.9,2.7,8.5,Free Agent,8
189,"Bailey, Dan DAL PK",71,5.92,13,5,4,6,7,B,2, , , , ,0,8,6,8,12,0,Free Agent,6
190,"Jones, Aaron GBP RB",71,5.92, ,0,0,10.9,19.4,4.2,19.8,B,1.1,1.2, , ,8,-0.2,5.3,1.3, ,Cooter Brown's Poon Hounds - IR (I),8
191,"Hooper, Austin ATL TE",70.6,4.41,18.8,0.7,0.9,5,B,4.8,0.6,10.7,3.6,10.9,-0.1,3.8,2.1,2.3,1.2,1.8,3.5,Cooter Brown's Poon Hounds,5
192,"Gonzalez, Zane CLE PK",70,4.38,4,4,4,1,2,5,9,4,B,6,1,10,4,3,4,3,6,Free Agent,9
193,"Gallman, Wayne NYG RB",69.9,5.38, , , ,11,8.2,3.2,2.9,B,1.1,2.2,2.2,4.3,1.9,9.9,7.9,6.2,8.9,Free Agent,8
194,"Barber, Peyton TBB RB",68.7,4.29,B,4.7,0,0.2,0,0,0,0,5.4,-0.2,1.1,12.7,14.3,6.3,3.8,5.5,14.9,The Worst to First All Stars,1
195,"Montgomery, Ty GBP RB",68.6,8.57,15.3,23,5,2.8, ,3.1,1.5,B,5.1,12.8, , , , , , , ,Free Agent,8
196,"Clay, Charles BUF TE",67.8,5.22,11.3,2.3,9.9,11.2,3.1,B, , , ,1.3,2.7,6,2,1.1,6.8,3.7,6.4,Free Agent,6
197,"Sanders, Emmanuel DEN WR",67.5,5.62,2.6,18.2,7.5,2.7,B,7.6, , ,3,13.7,1.5,1.2,1.1,1.6,6.8, , ,Free Agent (I),5
198,"Wright, Kendall CHI WR",67.4,4.21,3.4,6.9,0,11.1,4.6,3.6,0,2.3,B,4.6,2.5,1.5,2.5,10.7,8.1,2.7,2.9,Free Agent,9
199,"Hoyer, Brian NEP QB",67,6.09,1.2,1,29.2,6.7,26.1,1.4, , ,B,1.5,0, ,-0.2, , ,-0.1,0.2,Free Agent,9
200,"Thompson, Deonte BUF WR",67,4.19,1.5,11.7,0.9,4.4,0,B,10.7,0.5,14.1,0.5,3.6,0.6,2.1,3.4,1.6,9.1,2.3,Free Agent (Q),6
201,"Gillislee, Mike NEP RB",66.8,7.42,22.5,12.9,3.1,4.9,5.2,1.4,3.1,3.4,B, , , , , , ,10.3, ,Free Agent,9
202,"Humphries, Adam TBB WR",66.7,4.17,B,1.8,6.8,7,5.1,5.1,-1.7,2.6,1.4,1.7,1.1,3.8,3.3,2.5,10.9,5.1,10.2,Free Agent,1
203,"Golladay, Kenny DET WR",66.6,6.05,18.9,0.8,2.5, , , ,B, , ,6.4,5.2,6.1,4.4,2.6,2.9,2.8,14,The Worst to First All Stars (Q),7
204,"Martin, Doug TBB RB",66,6,B, , , ,14.2,14.4,8,7.5,0.7,5.1,4.4,3.3, ,8, ,0.7,-0.3,Vision,1
205,"Peterson, Adrian ARI RB",65.9,6.59,1.8,2.6,3.7,0.4, ,25.4,3.3,B,13.7,1.2,3.9,9.9, , , , , ,Straight Ballin,8
206,"Gabbert, Blaine ARI QB",65.6,13.12, , , , , , , ,B, , ,23.6,19.3,10,8.3,4.4, , ,Free Agent,8
207,"Morris, Alfred DAL RB",65.2,5.02,0.1, , ,7.6,1,B,2.4,0.3,1.1,5.3,9.1,4.9,18.7,8.5,6.1, ,0.1,Free Agent,6
208,"Lewis, Marcedes JAC TE",63.8,3.99,0,0,24.2,0,1.4,0,8.9,B,4.9,2.9,8.6,1,6.6,0,1.8,2.2,1.3,Free Agent,8
209,"Kittle, George SFO TE",63.5,4.23,2.7,1.3,0.8,3.5,14.3,4.6,1.6,2.2,2.7, ,B,1.4,2,1,5.2,10.2,10,The Worst to First All Stars,11
210,"Nelson, J.J. ARI WR",63.5,3.97,10.3,18,0,3.4,6.4,1.6,3.9,B,1.5,1.7,1.4,1.4,4.2,2.6,5.3,0,1.8,Free Agent,8
211,"McKissic, J.D. SEA RB",63.3,4.87, , , ,18.5,3.6,B,3.3,1.2,2.6,4.6,5.3,4.6,7.4,3.5,5.8,0,2.9,Free Agent,6
212,"Njoku, David CLE TE",62.7,3.92,2,8.7,7.2,1.1,10.9,0,5.8,1.9,B,0.3,1.3,4.7,13.4,0.3,0,1.3,3.8,Free Agent,9
213,"Decker, Eric TEN WR",62.3,3.89,1,3.2,4.9,1.3,3.4,8.8,0,B,8.1,1.9,3.7,2.3,2.7,5.6,6.3,7.3,1.8,Free Agent,8
214,"Maclin, Jeremy BAL WR",62,5.17,11.6,9.1,0.8,2.1,4.3, , ,11.3,9.8,B,3.4,0.6,4.1,2.7,2.2, , ,Free Agent (O),10
215,"Ivory, Chris JAC RB",61.7,4.41,5.3,4.8,4.2,4.4,4.1,13.7,7.7,B,10.4,-0.4,0.6,-3.6,1.5,4.8,4.2, , ,Free Agent,8
216,"Godwin, Chris TBB WR",61.5,3.84,B,0,4.4,0,0.8,0.9,0.5,0.8,3.9,6.8,3.8,1.7,2.4,6.8,1.8,9.8,17.1,Free Agent,1
217,"Booker, Devontae DEN RB",60.4,4.65, , , ,1.4,B,8,2.8,11.4,3,2.9,9.8,3.3,0.8,3.4,4.9,4.1,4.6,Free Agent,5
218,"Hurns, Allen JAC WR",60.4,6.04,4.2,14.2,8,4.2,2.1,3.7,10.1,B,3.1,7, , , , , , ,3.8,Free Agent (I),8
219,"Hopkins, Dustin WAS PK",60,7.5,5,9,9,8,B,8, , , , , , , , ,8,9,4,Free Agent,5
220,"Burton, Trey PHI TE",59.8,3.99,3,1,0.7,0,7.6,0.9,0.7,2.1,10.1,B,2, ,4.2,19.1,7.5,0,0.9,Marauders (Q),10
221,"Williams, Terrance DAL WR",58.3,3.64,6.8,1.7,4.7,3.4,1.4,B,0,3.6,14.1,0.9,3.5,6,2.1,2.5,1.9,4.3,1.4,Free Agent (I),6
222,"Williams, Kerwynn ARI RB",57.9,3.62,7.2,2.2,0.3,0.9,-0.2,1.4,2.7,B,0.6,0,1.8,1.8,9.7,8.8,6.1,6.5,8.1,Free Agent,8
223,"Celek, Garrett SFO TE",57.6,3.6,0,0.6,6.1,0,0.6,1.3,1.1,2.4,1.3,12.7,B,0.7,3,12.7,12.3,0,2.8,Free Agent (Q),11
224,"Stanton, Drew ARI QB",57.4,11.48, , , , , , ,0,B,17.2,17, , , , , ,14.5,8.7,Free Agent,8
225,"McGuire, Elijah NYJ RB",57.2,3.58,0,3.6,0.4,19.1,3,2.2,0.7,0.2,3.9,5.8,B,3.4,4,-0.3,13.2,-3,1,Free Agent,11
226,"Thomas, Julius MIA TE",56.8,4.06,B,2.6,1.6,2.9,1.5,2.2,5.8,0.2,14.4,6.8,3,5.2,8,1.1,1.5, , ,Free Agent,1
227,"Yeldon, T.J. JAC RB",56.7,5.67, , , , , , ,19.7,B,2.2,5,2,5.2,2.5,0.9,5.2,13.7,0.3,Free Agent,8
228,"Richard, Jalen OAK RB",56.1,3.51,2.8,16.9,0.8,2.7,3.7,2.6,7.6,2.6,1.4,B,2.8,9,0.9,0,2.1,-0.4,0.6,Free Agent,10
229,"Rose, Nick LAC PK",56,5.6, , , , , , ,6,7,B,12,7,8,2,1, ,2,6,Free Agent,9
230,"Beasley, Cole DAL WR",55.4,3.69,3.2,3.3,0.4,1.7,14.3,B,2.4,0.8,14.4,2.3,0.7,1.9,1.4,5.9,1.5,1.2, ,Free Agent,6
231,"James, Jesse PIT TE",55.2,3.45,16.1,2.7,1.9,4,2.4,0,0,4.2,B,0,8.1,3.2,1.3,9.7,0.7,0,0.9,Free Agent,9
232,"Patterson, Cordarrelle OAK WR",55,3.44,0.7,12.3,1.2,3.5,0,12,0.9,0.7,0,B,4.5,7.2,9.8,0.8,0.3,0.7,0.4,Free Agent,10
233,"Smith, Torrey PHI WR",54.7,3.42,3,6.6,2.9,0.9,12.7,0.6,0,0,1.1,B,8.8,3,2.9,10,1.7,0.5,0,Free Agent,10
234,"Lewis, Roger NYG WR",53.6,3.57,5.4,1.3,0.6,0,8.9,1.5,1.2,B,0.4,9.3,5.5,2.6,0.9,4.6,7.4,4, ,Free Agent,8
235,"Cook, Dalvin MIN RB",53.4,13.35,13.7,6.4,22.9,10.4, , , , ,B, , , , , , , , ,Ace,9
236,"Fowler, Bennie DEN WR",53,3.31,14.1,0.8,5.5,3.5,B,2.1,4.5,3.5,0,0,1.8,9.3,2.3,0,0,0,5.6,Free Agent,5
237,"Taylor, Trent SFO WR",52,3.47,0.8,0.6,9.2,4.7,0.6,1.1,0.9,3.3,2.2, ,B,3.5,9.2,1.1,4,7.9,2.9,Free Agent,11
238,"Moncrief, Donte IND WR",51.1,4.26,5,1.8,4.4,9,3.2,6.7,3,0,0.7,12,B,1.6,3.7, , , , ,Free Agent,11
239,"Seferian-Jenkins, Austin NYJ TE",50.7,3.9, , ,3.1,4.6,8.9,7.6,8.1,2.8,2,6.7,B,2.7,0.7,0.1,1.3,2.1, ,Free Agent (I),11
240,"Barth, Connor FA PK",50,5,5,1,5,2,1,9,5,6, ,10,6, , , , , , ,Free Agent,-
241,"Foreman, D'Onta HOU RB",50,5,0.4,4,9,4.5,0.7,5.9,B,0,3.7,1.8,20, , , , , , ,Free Agent,7
242,"Garcon, Pierre SFO WR",50,6.25,8.1,2.6,14.2,3.6,9.4,5.5,4.9,1.7, , ,B, , , , , , ,Free Agent (I),11
243,"Washington, DeAndre OAK RB",50,3.33,2.2,3.5,2.4,0.4, ,0.2,10,11.8,1.4,B,1.9,4.6,7.6,1.9,1.9,-0.1,0.3,Free Agent,10
244,"Butler, Brice DAL WR",49.7,3.82,3,1.8,15,7.2,5.7,B,0,0,0.6,3,1.9,0.5,0, , , ,11,Free Agent,6
245,"Dickson, Ed CAR TE",49.7,3.11,0,2.6,0.8,6.2,17.5,3.6,1.8,2.4,0,9.3,B,1.5,1.8,0,0,0,2.2,Free Agent,11
246,"Gates, Antonio LAC TE",49.6,3.1,1.7,7.1,3,1.8,2.3,1.6,0.4,2.5,B,0.3,0,0,3.2,0,7,14.1,4.6,Free Agent,9
247,"Beckham, Odell NYG WR",49,12.25, ,3.6,19.9,9,16.5, , ,B, , , , , , , , , ,Cooter Brown's Poon Hounds - IR (Q),8
248,"Brown, John ARI WR",48.9,4.89,4.2, , ,4.7,8.6,12.3,0.6,B,5.2,2.7,1.8, , , , ,8.8,0,Marauders,8
249,"Gabriel, Taylor ATL WR",48.7,3.04,3.6,2.1,13.9,0,B,3.9,1.9,-0.3,5.9,7.3,0.7,1.6,1.1,1.9,1.9,3.2,0,Free Agent,5
250,"Coleman, Brandon NOS WR",48.4,3.03,1.3,14.2,7.1,3.1,B,2.3,9.1,5.4,0.7,3,0.6,0,2.8,3.2,-4.4,0,0,Free Agent (Q),5
251,"Ellington, Andre HOU RB",48.4,4.03,3.5,2.3,8.1,10.4,6.3,0,B, ,1.4,9, , ,5.2,2.2, ,0,0,Free Agent,7
252,"Myers, Jason SEA PK",48,8,11,4,14,8,6,B, , , , , , , , , , , ,Free Agent,6
253,"Nugent, Mike CHI PK",48,6, , , , , , , ,15,B,1,9, , ,9,4,2,4,Free Agent (I),9
254,"Jones, T.J. DET WR",47.9,3.42,3.2,0,6.3,5.3,1.2,3.3,B,8.8,2.9,0.2,5.5,0,0,2.6,8.6, , ,Free Agent,7
255,"Moore, Chris BAL WR",47.9,3.68,0, ,0, , ,4.4,9.1,6,1.6,B,0,3.7,2.8,10.8,0,2.9,6.6,Free Agent,10
256,"Savage, Tom HOU QB",47.7,5.96,-3.5, , ,0, , ,B, ,11.8,2.8,15.5,1.1,17.5,2.5, , , ,Free Agent,7
257,"Ellington, Bruce HOU WR",46.7,4.25,0, ,11.8,5.7,3,2.2,B,1.3,2.2,10.1,6.8,2.9,0.7, , , , ,Free Agent (I),7
258,"West, Charcandrick KCC RB",46.2,3.55,8.5,0,1.3,3.5,13.3,0.9, ,0.4,3.3,B,2.4,0.7, ,8.5,0.6,2.8, ,Free Agent,10
259,"Roberts, Seth OAK WR",45.5,3.03,7.9,0,-1,4.9,3.4,3.5,1.5, ,2.8,B,0.6,2.6,4.6,2.4,5.2,2.3,4.8,Free Agent,10
260,"Moore, Matt MIA QB",44.3,11.07,B, , , , , ,16.5,1, , ,17.3,9.5, , , , , ,Free Agent,1
261,"Bellamy, Josh CHI WR",44.2,2.95,2.7,5.1,0,3.6,0,0,0,0,B,11.7,0, ,0.4,5.2,7,4.9,3.6,Free Agent,9
262,"Gresham, Jermaine ARI TE",44.2,3.16,1.5, ,4.7,1.2,1.6,3.2,1.8,B,8.3,12.4,1,1.3,1.7,2.7, ,0.4,2.4,Free Agent,8
263,"Novak, Nick LAC PK",44,6.29, , , , ,9,5,3,1,B,5,18,3, , , , , ,Free Agent,9
264,"Jones, Zay BUF WR",43.6,2.91,2.1,1.8,0,1.8,0.9,B,1.7,3.2,11.3, ,6.8,9.3,2.2,0,0,0,2.5,Free Agent,6
265,"Latimer, Cody DEN WR",42.7,3.88,0,2.2,0, ,B, , ,1.5,5.1,2.8,2.1,10.8,0.5,3.7,14, , ,Free Agent,5
266,"Charles, Jamaal DEN RB",42.5,3.04,1,5.2,11.7,4.7,B,2.1,2.2,1.4,2.4,3.8,0.7,1,5.1,1.2,0, , ,Free Agent,5
267,"Coleman, Corey CLE WR",42.5,4.72,11.3,0.9, , , , , , ,B, ,8,6.4,0,12.2,1.6,0.3,1.8,Free Agent (Q),9
268,"DeValve, Seth CLE TE",42.5,2.66,4.2,6.1,2.9,0.2,2.4,6.9,2.7,0,B,4,0.5,3.3,3.3,1.6,3.2,1.2,0,Free Agent,9
269,"King, Tavarres NYG WR",42.3,5.29, , , , , ,0.7,-0.7,B,9.3,3.3,4.8,3.6,2.3, ,19, , ,Free Agent,8
270,"Fleener, Coby NOS TE",41.5,3.77,11.4,9.3,2.1,2.1,B,0,2.2,-0.1,4.6,0,9.1,0.8, , , , , ,Free Agent (Q),5
271,"O'Leary, Nick BUF TE",41.2,2.75,2.2,0,3.1,0,5.4,B,5.8,0.5,2.1,6.7,0.8,1.8, ,0.9,3.3,0,8.6,Free Agent,6
272,"Robinson, Aldrick SFO WR",41,2.56,0.7,0,5.3,5.2,0.5,12.6,1.5,0,1.8,1.2,B,0.8,0,2.7,0.3,1.2,7.2,Free Agent,11
273,"Higgins, Rashard CLE WR",40.6,2.71, ,9.9,1,0,0.7,1.3,1.1,1.4,B,3.4,0,3,0,0,1,-1,18.8,Free Agent,9
274,"Inman, Dontrelle CHI WR",40.3,3.36, ,0,0.2,0.7,0, , , ,B,8.8,4.3,6.4,8.1,0,0.5,1.9,9.4,Free Agent,9
275,"Anderson, Stephen HOU TE",40.2,2.68,1.4, ,1.4,2.8,6.3,1.7,B,1.1,4.4,3,2.2,0,13.9,1.6,0,0,0.4,Free Agent (O),7
276,"Hardy, Justin ATL WR",40.1,2.51,0,1.9,0,7.2,B,3.4,2.1,0,2.6,6.7,2.7,0,0,0,9.3,1,3.2,Free Agent,5
277,"Westbrook, Dede JAC WR",39.9,5.7, , , , , , , ,B, , ,3.5,4.1,7.8,14.1,2.1,7.4,0.9,Free Agent,8
278,"Foles, Nick PHI QB",39.8,5.69, , , , , , , ,-0.2,-1.7,B, ,-2.5, ,2.6,33.5,9.5,-1.4,Free Agent,10
279,"Williams, Damien MIA RB",39.6,3.6,B,0,1.1,0.1,2.8,2.3,2,-0.1,12.1,3.9,10.2,5.2, , , , , ,Super Mojo Juggernaut,1
280,"Gordon, Josh CLE WR",39.5,7.9, , , , , , , , ,B, , , ,8.5,12.9,4.7,1.9,11.5,Straight Ballin (S),9
281,"Willson, Luke SEA TE",39.3,2.46,0,2.5,11.3,6.6,0,B,1.3,0,7,0,-0.1,0,0,1.2,8.6,0.9,0,Free Agent (Q),6
282,"Kelley, Rob WAS RB",39.2,5.6,3,7.8, ,2.3,B, ,3,7.9,13.8,1.4, , , , , , , ,Free Agent (I),5
283,"Vereen, Shane NYG RB",38.7,2.42,5.1,5.5,2.3,2.5,4.5,0.4,0.6,B,1.4,3.8,-0.2,2.7,1,4.7,3,0,1.4,Free Agent (Q),8
284,"Tolbert, Mike BUF RB",38.5,3.21,11.4,0.7,4.1,3.1,3.4,B,3,4.2,1.6,1.5, , , ,0.2, ,0.8,4.5,Free Agent,6
285,"Seals-Jones, Ricky ARI TE",38.1,3.81, , ,0,0,0, , ,B, , ,17.4,13.2,4.4,2,1.1,0,0,Free Agent (Q),8
286,"Yates, T.J. HOU QB",38,9.5, , , , , , ,B, , , , , , ,22.1,8.1,4.4,3.4,Free Agent,7
287,"Grant, Corey JAC RB",37.9,2.37,0,1.3,9.3,0.4,0,0,3.6,B,1.8,11.6,0,0,0,-3,12.9,0,0,Free Agent (I),8
288,"Rodgers, Jacquizz TBB RB",37.8,2.36,B,12.7,1.5,10.8,1.5,0.7,1.1,-0.4,0,1.2,0.3,3.7,2.5,0,0,0.2,2,Free Agent,1
289,"Blue, Alfred HOU RB",37.6,3.42, , , ,1.2,0,0,B,2.1,0,1, ,2.6,0.9, ,5.5,10.8,13.5,Free Agent,7
290,"Britt, Kenny NEP WR",37.6,3.13,1.3,0.2,11.4,5.2, , ,0.7, ,B,9.8,0.5,5.2,1, ,0.7,1.6,0,Free Agent,9
291,"Sims, Charles TBB RB",37.4,2.34,B,-2.1,1.3,2.1,3.4,4.5,1.5,0,1.1,9,2.8,2.9,5.1,2.7,0.6,1.9,0.6,Free Agent,1
292,"Davis, Mike SEA RB",37.1,6.18, , , , , ,B, , , , ,5.9, ,10.1,6.5,3.9,4.3,6.4,Free Agent,6
293,"Hogan, Kevin CLE QB",36.8,9.2, ,8.2, ,2.6,19.8,6.2, , ,B, , , , , , , , ,Free Agent,9
294,"Holton, Johnny OAK WR",36.8,2.3,0,3,0,12.4,0,0,0,0,10.4,B,0,5.3,6.9,-1.2,0,0,0,Free Agent,10
295,"Brown, Malcolm LAR RB",35.9,3.26,7.6,-0.4, ,1.4,2.9,1.7,5.5,B,5.7, , , , ,0.5,4.5,0.4,6.1,Free Agent (I),8
296,"Cunningham, Benny CHI RB",35.9,2.56,0, ,2.3,2.6,10.7,0, ,0,B,0.2,1.8,0.8,0,1.4,9.3,6.2,0.6,Free Agent,9
297,"Fells, Darren DET TE",35.7,2.23,0,0.3,0.8,4,14.4,8.6,B,1.2,1,0,0.9,0,1,2.3,0,0,1.2,Free Agent,7
298,"Louis, Ricardo CLE WR",35.7,2.23,3.2,2.7,1,6.4,7.1,2.5,2.1,4.2,B,1.5,1.5,0,0,0,0,3.5,0,Free Agent (I),9
299,"Miller, Zach CHI TE",35.6,4.45,3.9,4.2,1.7,4.5,9.9,8.5,2.9,0,B, , , , , , , , ,Free Agent (I),9
300,"Ellison, Rhett NYG TE",35.5,2.22,0.9,2.1,0,7.1,0.9,0,0,B,2.1,0,0.7,0.9,0.5,8,0,6,6.3,Free Agent (Q),8
301,"Higbee, Tyler LAR TE",35.5,2.22,1.7,0,0.4,4.7,9.8,0,1.3,B,6.8,2.2,0.5,4.8,0.6,0,1.2,1.5,0,Free Agent,8
302,"Rogers, Chester IND WR",35.2,3.2, , , , , ,0,2.1,0.9,1.7,16.7,B,3.4,3.3,0.6,0.7,1.9,3.9,Free Agent,11
303,"Everett, Gerald LAR TE",34.7,2.17,3.9,9.5,0,0.8,0.8,6.4,0,B,5.7,0,0.8,0.9,6.7,0.6,0,0,-1.4,Free Agent,8
304,"Juszczyk, Kyle SFO RB",34.6,2.47,1.7,0,3.4,2.3,7.7, , ,1.2,-2,-0.3,B,0.8,2.3,6.4,1.6,7.6,1.9,Free Agent,11
305,"Boyd, Tyler CIN WR",34.5,3.45,1.1, ,1.1,1.5,0.6,B, , , , ,0.5,7.7,1.5,1.5, ,3.9,15.1,Marauders (I),6
306,"Davis, Corey TEN WR",34.5,3.14,6.9,0.4, , , , , ,B,2.8,1.8,2.7,3.9,1.2,2.9,2.8,9.1,0,Tasty Reubens,8
307,"Smallwood, Wendell PHI RB",33.7,4.21,0.9,0.1,8,13.9, , ,3.9,1.4,2.5,B, , , , , , ,3,Free Agent,10
308,"Glennon, Mike CHI QB",33.6,6.72,14.5,9,7.4,2.7, , , , ,B, , ,0, , , , , ,Free Agent,9
309,"Campanaro, Michael BAL WR",33.5,2.58,0.2,0.5,1,2.5,0.8,8.4,5, , ,B,0, ,0,0.8,1.7,9,3.6,Free Agent (Q),10
310,"Derby, A.J. MIA TE",33.4,3.04,B,0,0.5,13.5, ,1,3.6,8.1,1.1,0.2, , , , , ,1.1,0.9,Free Agent (I),1
311,"Taylor, Taywan TEN WR",33.4,2.09,1.4,5.8,1.5,0.6,0.5,12.1,4.5,B,-0.4,3.8,0,0.8,1.5,0,0.8,0,0.5,Free Agent,8
312,"Reed, Jordan WAS TE",33.1,5.52,3.6,4.8, ,2.1,B,3.7,18.4,0.5, , , , , , , , , ,Free Agent (I),5
313,"Bradford, Sam MIN QB",32.9,16.45,31.5, , , ,1.4, , , ,B, , , , , , , , ,Free Agent,9
314,"Carson, Chris SEA RB",32.7,8.18,4.9,10,11.2,6.6, ,B, , , , , , , , , , , ,The Worst to First All Stars,6
